,Model,Fuel Type,Engine Size,Transmission,Mileage,Doors,BHP,Year,MPG,Body Type,CO2,Colour,Price
384,3 Series,Diesel,2.0L,Automatic,"47,411 miles",5,188 bhp,2017 (17),62.8,Estate,119 g/km,WHITE,"£17,500"
385,3 Series,Diesel,2.0L,Automatic,"39,463 miles",4,161 bhp,2018 (68),74.3,Saloon,99 g/km,BLACK,"£17,500"
386,2 Series,Petrol,1.5L,Manual,"23,302 miles",5,138 bhp,2018 (18),40.9,Estate,137 g/km,RED,"£17,500"
387,2 Series,Petrol,1.5L,Manual,"19,060 miles",5,138 bhp,2019 (68),42.8,Hatchback,132 g/km,SILVER,"£17,500"
388,1 Series,Diesel,2.0L,Automatic,"41,544 miles",5,147 bhp,2018 (67),67.3,Hatchback,110 g/km,ESTORIL BLUE,"£17,500"
389,3 Series,Hybrid Petrol,2.0L,Automatic,"54,303 miles",4,,2017 (66),,Saloon,49 g/km,BLACK,"£17,500"
390,5 Series,Diesel,2.0L,Automatic,"54,091 miles",5,188 bhp,2015 (65),60.1,Estate,123 g/km,CARBON BLACK,"£17,450"
391,1 Series,Petrol,1.5L,Automatic,"24,425 miles",5,134 bhp,2017 (17),58.9,Hatchback,112 g/km,BLUE,"£17,400"
392,5 Series,Diesel,2.0L,Automatic,"33,673 miles",5,148 bhp,2017 (17),62.8,Estate,118 g/km,GLACIER SILVER,"£17,400"
393,X1,Petrol,1.5L,Manual,"54,744 miles",5,138 bhp,2018 (18),51.4,Estate,129 g/km,BLACK,"£17,400"
394,4 Series,Diesel,2.0L,Automatic,"50,749 miles",4,188 bhp,2016 (16),58.9,Coupe,126 g/km,ALPINE WHITE,"£17,400"
395,5 Series,Diesel,3.0L,Automatic,"75,048 miles",4,308 bhp,2015 (65),50.4,Saloon,148 g/km,ALPINE WHITE,"£17,400"
396,1 Series,Petrol,1.5L,Manual,"23,895 miles",5,134 bhp,2017 (67),53.3,Hatchback,123 g/km,BLACK,"£17,300"
397,3 Series,Diesel,2.0L,Manual,"22,688 miles",4,148 bhp,2018 (68),67.3,Saloon,111 g/km,Mediterranean Blue,"£17,300"
398,3 Series,Diesel,2.0L,Automatic,"19,319 miles",4,148 bhp,2016 (16),67.3,Saloon,111 g/km,Mediterranean Blue,"£17,300"
399,3 Series,Diesel,3.0L,Automatic,"77,215 miles",4,308 bhp,2016 (16),51.4,Saloon,145 g/km,ESTORIL BLUE,"£17,300"
400,2 Series,Petrol,1.5L,Manual,"19,462 miles",2,134 bhp,2017 (67),52.3,Coupe,130 g/km,MINERAL GREY,"£17,300"
401,X1,Diesel,2.0L,Manual,"55,960 miles",5,148 bhp,2017 (67),68.9,Estate,109 g/km,Mediterranean Blue,"£17,300"
402,3 Series,Diesel,2.0L,Automatic,"41,052 miles",4,181 bhp,2015 (65),62.8,Saloon,118 g/km,BLACK SAPPHIRE,"£17,300"
403,1 Series,Petrol,1.5L,Manual,"41,174 miles",5,134 bhp,2018 (68),37.2,Hatchback,137 g/km,MINERAL GREY,"£17,300"
404,2 Series,Petrol,1.5L,Manual,"35,354 miles",5,138 bhp,2018 (18),40.4,Estate,137 g/km,BLACK,"£17,300"
405,3 Series,Petrol,2.0L,Manual,"34,778 miles",4,181 bhp,2016 (66),47.9,Saloon,138 g/km,BLACK SAPPHIRE,"£17,200"
406,X1,Diesel,2.0L,Manual,"41,384 miles",5,148 bhp,2017 (17),68.9,Estate,109 g/km,BLACK SAPPHIRE,"£17,200"
407,5 Series,Diesel,3.0L,Automatic,"63,689 miles",4,308 bhp,2015 (15),50.4,Saloon,148 g/km,BLACK,"£17,200"
408,1 Series,Diesel,2.0L,Manual,"29,546 miles",5,147 bhp,2017 (67),65.7,Hatchback,114 g/km,ESTORIL BLUE,"£17,200"
409,2 Series,Petrol,2.0L,Automatic,"46,906 miles",5,189 bhp,2018 (18),50.4,Hatchback,127 g/km,WHITE,"£17,200"
410,I3,Hybrid Petrol,0.6L,Automatic,"58,895 miles",5,168 bhp,2018 (68),0.6,Hatchback,13 g/km,WHITE,"£17,100"
411,2 Series,Diesel,2.0L,Manual,"27,456 miles",2,188 bhp,2016 (66),60.1,Convertible,124 g/km,WHITE,"£17,100"
412,1 Series,Diesel,1.5L,Manual,"4,589 miles",5,114 bhp,2019 (19),78.5,Hatchback,94 g/km,BLACK,"£17,100"
413,2 Series,Petrol,1.5L,Manual,"22,299 miles",5,138 bhp,2018 (68),44.1,Hatchback,132 g/km,BEIGE,"£17,100"
414,1 Series,Petrol,1.5L,Automatic,"34,278 miles",5,134 bhp,2018 (68),37.7,Hatchback,128 g/km,SUNSET ORANGE,"£17,050"
415,2 Series,Petrol,1.5L,Manual,"8,901 miles",5,138 bhp,2020 (20),44.1,Hatchback,132 g/km,ORANGE,"£17,000"
416,3 Series,Diesel,2.0L,Manual,"18,085 miles",4,188 bhp,2017 (67),67.3,Saloon,111 g/km,JET BLACK,"£17,000"
417,3 Series,Petrol,1.5L,Automatic,"34,300 miles",4,134 bhp,2017 (17),54.3,Saloon,122 g/km,GREY,"£17,000"
418,3 Series,Diesel,2.0L,Automatic,"41,183 miles",4,148 bhp,2016 (66),64.2,Saloon,116 g/km,WHITE,"£17,000"
419,3 Series,Diesel,2.0L,Manual,"28,380 miles",4,148 bhp,2016 (66),64.2,Saloon,116 g/km,GREY,"£17,000"
420,3 Series,Diesel,2.0L,Automatic,"55,206 miles",5,161 bhp,2018 (18),67.3,Estate,111 g/km,BLACK,"£17,000"
421,3 Series,Petrol,2.0L,Automatic,"31,368 miles",4,181 bhp,2017 (17),51.4,Saloon,129 g/km,SILVER,"£17,000"
422,1 Series,Petrol,1.5L,Manual,"18,631 miles",5,134 bhp,2019 (19),37.7,Hatchback,137 g/km,ALPINE WHITE,"£17,000"
423,3 Series,Diesel,2.0L,Automatic,"61,362 miles",4,188 bhp,2018 (18),62.8,Saloon,118 g/km,MINERAL WHITE,"£17,000"
424,2 Series,Petrol,1.5L,Manual,"38,984 miles",2,134 bhp,2018 (68),52.3,Coupe,125 g/km,BLACK,"£16,950"
425,3 Series,Diesel,3.0L,Automatic,"68,095 miles",5,255 bhp,2015 (15),51.4,Hatchback,144 g/km,GREY,"£16,900"
426,2 Series,Petrol,1.5L,Manual,"22,402 miles",5,138 bhp,2018 (68),44.1,Hatchback,132 g/km,BLACK,"£16,900"
427,1 Series,Petrol,2.0L,Automatic,"26,045 miles",5,181 bhp,2017 (67),48.7,Hatchback,133 g/km,SUNSET ORANGE,"£16,900"
428,3 Series,Diesel,3.0L,Automatic,"57,762 miles",5,255 bhp,2015 (65),54.3,Hatchback,137 g/km,SILVER,"£16,900"
429,3 Series,Petrol,1.5L,Automatic,"35,056 miles",4,134 bhp,2017 (67),54.3,Saloon,122 g/km,Mediterranean Blue,"£16,900"
430,2 Series,Diesel,2.0L,Automatic,"39,390 miles",5,187 bhp,2018 (18),49.6,Hatchback,124 g/km,BEIGE,"£16,900"
431,3 Series,Diesel,2.0L,Automatic,"71,303 miles",5,188 bhp,2018 (18),65.7,Estate,114 g/km,ALPINE WHITE,"£16,900"
432,1 Series,Petrol,1.5L,Automatic,"26,426 miles",5,134 bhp,2016 (16),54.3,Hatchback,122 g/km,ALPINE WHITE,"£16,850"
433,1 Series,Petrol,1.5L,Manual,"17,382 miles",5,134 bhp,2018 (68),37.7,Hatchback,137 g/km,ALPINE WHITE,"£16,850"
434,2 Series,Diesel,2.0L,Automatic,"40,891 miles",2,148 bhp,2016 (66),62.8,Convertible,118 g/km,BLACK SAPPHIRE,"£16,800"
435,2 Series,Diesel,2.0L,Automatic,"29,148 miles",2,188 bhp,2015 (15),60.1,Coupe,124 g/km,GLACIER SILVER,"£16,800"
436,3 Series,Diesel,2.0L,Manual,"44,680 miles",5,161 bhp,2018 (68),68.9,Estate,107 g/km,Mediterranean Blue,"£16,800"
437,3 Series,Diesel,2.0L,Manual,"51,291 miles",4,188 bhp,2017 (17),64.2,Saloon,116 g/km,WHITE,"£16,800"
438,1 Series,Petrol,1.5L,Manual,"23,709 miles",5,134 bhp,2019 (69),37.7,Hatchback,137 g/km,GREY,"£16,750"
439,2 Series,Diesel,2.0L,Automatic,"53,627 miles",2,188 bhp,2016 (16),68.9,Coupe,107 g/km,MELBOURNE RED,"£16,750"
440,X1,Diesel,2.0L,Manual,"36,715 miles",5,148 bhp,2017 (17),68.9,Estate,109 g/km,SPARKLING BROWN,"£16,700"
441,1 Series,Diesel,2.0L,Automatic,"38,088 miles",5,188 bhp,2015 (65),62.8,Hatchback,119 g/km,BLACK,"£16,700"
442,3 Series,Diesel,2.0L,Manual,"63,181 miles",5,161 bhp,2017 (67),65.7,Estate,114 g/km,GREY,"£16,700"
443,X1,Diesel,2.0L,Manual,"72,613 miles",5,148 bhp,2017 (67),68.9,Estate,109 g/km,ALPINE WHITE,"£16,700"
444,4 Series,Diesel,2.0L,Automatic,"77,712 miles",2,188 bhp,2016 (66),60.1,Convertible,124 g/km,MIDNIGHT BLUE,"£16,700"
445,X1,Diesel,2.0L,Manual,"65,535 miles",5,188 bhp,2016 (66),58.9,Estate,127 g/km,MINERAL GREY,"£16,600"
446,3 Series,Diesel,2.0L,Automatic,"38,646 miles",4,161 bhp,2017 (67),74.3,Saloon,99 g/km,BLACK,"£16,600"
447,3 Series,Diesel,2.0L,Manual,"48,639 miles",4,188 bhp,2017 (17),58.9,Saloon,126 g/km,WHITE,"£16,600"
448,1 Series,Diesel,2.0L,Automatic,"32,676 miles",5,147 bhp,2016 (16),67.3,Hatchback,110 g/km,ALPINE WHITE,"£16,600"
449,2 Series,Petrol,1.5L,Automatic,"62,310 miles",5,134 bhp,2016 (66),51.4,Estate,127 g/km,BLACK,"£16,550"
450,2 Series,Diesel,2.0L,Manual,"16,550 miles",2,188 bhp,2016 (66),64.2,Coupe,115 g/km,ESTORIL BLUE,"£16,500"
451,X3,Diesel,2.0L,Manual,"58,442 miles",5,188 bhp,2015 (65),52.3,Estate,143 g/km,BLACK,"£16,500"
452,3 Series,Diesel,3.0L,Automatic,"42,530 miles",4,255 bhp,2015 (65),56.5,Saloon,131 g/km,BLACK SAPPHIRE,"£16,500"
453,2 Series,Petrol,1.5L,Manual,"44,961 miles",5,138 bhp,2018 (68),40.9,Estate,137 g/km,RED,"£16,500"
454,1 Series,Petrol,1.5L,Automatic,"36,655 miles",5,134 bhp,2018 (68),37.2,Hatchback,131 g/km,MINERAL GREY,"£16,500"
455,2 Series,Diesel,2.0L,Automatic,"32,990 miles",2,148 bhp,2016 (16),62.8,Convertible,118 g/km,MINERAL WHITE,"£16,500"
456,2 Series,Petrol,2.0L,Automatic,"41,182 miles",2,181 bhp,2017 (17),47.9,Coupe,135 g/km,MELBOURNE RED,"£16,500"
457,2 Series,Diesel,2.0L,Manual,"60,363 miles",5,148 bhp,2017 (17),62.8,Estate,119 g/km,WHITE,"£16,500"
458,2 Series,Petrol,1.5L,Manual,"56,625 miles",2,134 bhp,2018 (18),48.7,Convertible,136 g/km,WHITE,"£16,500"
459,4 Series,Diesel,3.0L,Automatic,"47,550 miles",2,255 bhp,2014 (64),53.3,Convertible,139 g/km,MIDNIGHT BLUE,"£16,500"
460,3 Series,Diesel,2.0L,Automatic,"55,306 miles",4,188 bhp,2016 (16),64.2,Saloon,116 g/km,ESTORIL BLUE,"£16,500"
461,3 Series,Petrol,1.5L,Automatic,"30,671 miles",5,134 bhp,2015 (65),51.4,Estate,129 g/km,MINERAL GREY,"£16,500"
462,2 Series,Diesel,1.5L,Automatic,"45,212 miles",5,114 bhp,2016 (66),68.9,Hatchback,108 g/km,WHITE,"£16,450"
463,1 Series,Petrol,1.5L,Automatic,"29,437 miles",5,134 bhp,2018 (68),37.2,Hatchback,131 g/km,WHITE,"£16,400"
464,3 Series,Petrol,1.5L,Automatic,"23,360 miles",4,134 bhp,2016 (66),54.3,Saloon,122 g/km,BLUE,"£16,400"
465,X1,Diesel,2.0L,Manual,"85,475 miles",5,148 bhp,2017 (67),68.9,Estate,109 g/km,Mediterranean Blue,"£16,400"
466,2 Series,Diesel,2.0L,Automatic,"52,932 miles",5,148 bhp,2017 (67),65.7,Hatchback,114 g/km,BLACK,"£16,400"
467,2 Series,Petrol,1.5L,Manual,"56,112 miles",2,134 bhp,2018 (18),52.3,Coupe,130 g/km,WHITE,"£16,400"
468,1 Series,Diesel,2.0L,Manual,"32,105 miles",5,147 bhp,2017 (17),65.7,Hatchback,114 g/km,ALPINE WHITE,"£16,400"
469,1 Series,Petrol,1.5L,Manual,"58,752 miles",5,134 bhp,2017 (67),52.3,Hatchback,126 g/km,ALPINE WHITE,"£16,400"
470,5 Series,Diesel,2.0L,Automatic,"53,511 miles",5,188 bhp,2015 (65),62.8,Estate,118 g/km,SPACE GREY,"£16,400"
471,2 Series,Hybrid Petrol,1.5L,Automatic,"58,962 miles",5,,2017 (17),,Hatchback,46 g/km,BLUE,"£16,400"
472,1 Series,Diesel,1.5L,Manual,"46,647 miles",5,114 bhp,2017 (67),70.6,Hatchback,106 g/km,MINERAL GREY,"£16,400"
473,3 Series,Petrol,1.5L,Automatic,"27,758 miles",4,134 bhp,2016 (16),54.3,Saloon,122 g/km,ALPINE WHITE,"£16,400"
474,3 Series,Diesel,2.0L,Automatic,"45,081 miles",4,188 bhp,2016 (66),67.3,Saloon,111 g/km,BLACK SAPPHIRE,"£16,400"
475,3 Series,Diesel,2.0L,Manual,"31,447 miles",5,161 bhp,2016 (66),68.9,Estate,107 g/km,BLACK,"£16,300"
476,3 Series,Petrol,1.5L,Automatic,"40,490 miles",4,134 bhp,2018 (67),54.3,Saloon,122 g/km,GREY,"£16,300"
477,2 Series,Petrol,1.5L,Manual,"34,915 miles",2,134 bhp,2018 (18),52.3,Coupe,125 g/km,BLUE,"£16,300"
478,3 Series,Diesel,2.0L,Automatic,"62,058 miles",5,161 bhp,2017 (67),70.6,Estate,104 g/km,SILVER,"£16,300"
479,1 Series,Petrol,1.5L,Automatic,"46,541 miles",5,134 bhp,2018 (68),37.7,Hatchback,128 g/km,MINERAL WHITE,"£16,300"
480,4 Series,Diesel,2.0L,Manual,"57,654 miles",4,188 bhp,2016 (66),62.8,Coupe,119 g/km,GREY,"£16,300"
481,1 Series,Petrol,1.5L,Manual,"22,989 miles",5,134 bhp,2019 (19),37.7,Hatchback,137 g/km,GLACIER SILVER,"£16,250"
482,3 Series,Diesel,2.0L,Automatic,"75,416 miles",5,188 bhp,2017 (17),62.8,Estate,119 g/km,BLACK SAPPHIRE,"£16,250"
483,1 Series,Diesel,2.0L,Automatic,"33,932 miles",5,147 bhp,2017 (67),74.3,Hatchback,99 g/km,BLACK,"£16,200"
484,2 Series,Petrol,1.5L,Manual,"37,972 miles",2,134 bhp,2017 (67),52.3,Coupe,130 g/km,ESTORIL BLUE,"£16,200"
485,2 Series,Diesel,2.0L,Manual,"34,017 miles",2,148 bhp,2016 (66),61.4,Convertible,122 g/km,BLACK,"£16,200"
486,1 Series,Diesel,1.5L,Automatic,"31,242 miles",3,114 bhp,2018 (68),78.5,Hatchback,96 g/km,JET BLACK,"£16,100"
487,2 Series,Diesel,2.0L,Manual,"23,385 miles",2,148 bhp,2018 (18),65.7,Coupe,113 g/km,BLACK SAPPHIRE,"£16,100"
488,4 Series,Diesel,2.0L,Automatic,"52,364 miles",4,188 bhp,2016 (16),65.7,Coupe,114 g/km,BLUE,"£16,000"
489,3 Series,Diesel,2.0L,Manual,"61,808 miles",4,161 bhp,2018 (68),72.4,Saloon,102 g/km,ORANGE,"£16,000"
490,3 Series,Diesel,2.0L,Automatic,"44,345 miles",4,114 bhp,2016 (66),68.9,Saloon,109 g/km,SILVER,"£16,000"
491,X1,Diesel,2.0L,Manual,"62,883 miles",5,148 bhp,2017 (67),68.9,Estate,109 g/km,PLATINUM SILVER,"£16,000"
492,3 Series,Diesel,2.0L,Manual,"48,635 miles",4,188 bhp,2017 (67),58.9,Saloon,126 g/km,GREY,"£16,000"
493,3 Series,Diesel,2.0L,Automatic,"51,098 miles",4,161 bhp,2018 (18),70.6,Saloon,104 g/km,GREY,"£16,000"
494,2 Series,Petrol,1.5L,Manual,"30,452 miles",2,134 bhp,2016 (16),47.1,Convertible,139 g/km,BLUE,"£16,000"
495,4 Series,Petrol,2.0L,Manual,"39,831 miles",4,181 bhp,2016 (66),46.3,Coupe,141 g/km,ALPINE WHITE,"£16,000"
496,2 Series,Diesel,2.0L,Manual,"15,997 miles",5,148 bhp,2017 (67),68.9,Hatchback,109 g/km,BLUE,"£16,000"
497,4 Series,Diesel,2.0L,Automatic,"84,817 miles",2,188 bhp,2015 (65),60.1,Convertible,124 g/km,BLUE,"£15,900"
498,X1,Diesel,2.0L,Manual,"51,123 miles",5,148 bhp,2017 (67),68.9,Estate,109 g/km,BLACK,"£15,900"
499,3 Series,Diesel,2.0L,Manual,"37,994 miles",5,188 bhp,2017 (67),62.8,Estate,118 g/km,Mediterranean Blue,"£15,900"
500,2 Series,Diesel,1.5L,Manual,"30,186 miles",5,114 bhp,2017 (17),68.9,Estate,108 g/km,BROWN,"£15,900"
501,X1,Diesel,2.0L,Manual,"52,895 miles",5,148 bhp,2017 (67),68.9,Estate,109 g/km,BLUE,"£15,800"
502,3 Series,Diesel,2.0L,Manual,"69,828 miles",4,188 bhp,2018 (68),64.2,Saloon,116 g/km,BLACK,"£15,800"
503,1 Series,Petrol,1.5L,Manual,"46,054 miles",3,134 bhp,2018 (67),52.3,Hatchback,126 g/km,ESTORIL BLUE,"£15,800"
504,2 Series,Petrol,1.5L,Manual,"36,729 miles",5,138 bhp,2018 (68),44.1,Hatchback,132 g/km,WHITE,"£15,800"
505,1 Series,Petrol,1.5L,Manual,"35,127 miles",5,134 bhp,2018 (68),37.7,Hatchback,137 g/km,MINERAL GREY,"£15,800"
506,1 Series,Diesel,1.5L,Automatic,"53,555 miles",5,114 bhp,2017 (17),68.9,Hatchback,107 g/km,ESTORIL BLUE,"£15,750"
507,1 Series,Diesel,2.0L,Manual,"28,858 miles",5,147 bhp,2018 (18),68.9,Hatchback,109 g/km,GREY,"£15,700"
508,1 Series,Petrol,1.5L,Manual,"36,764 miles",5,134 bhp,2018 (68),38.2,Hatchback,134 g/km,SEASIDE BLUE,"£15,700"
509,4 Series,Diesel,2.0L,Automatic,"89,587 miles",4,188 bhp,2016 (66),65.7,Coupe,114 g/km,ESTORIL BLUE,"£15,700"
510,2 Series,Petrol,1.5L,Manual,"37,772 miles",2,134 bhp,2018 (68),52.3,Coupe,125 g/km,ALPINE WHITE,"£15,700"
511,1 Series,Diesel,2.0L,Manual,"19,139 miles",5,147 bhp,2018 (18),52.3,Hatchback,115 g/km,GREY,"£15,600"
512,1 Series,Diesel,2.0L,Manual,"65,669 miles",5,188 bhp,2017 (67),62.8,Hatchback,118 g/km,BLACK,"£15,600"
513,2 Series,Diesel,1.5L,Manual,"41,595 miles",5,114 bhp,2017 (17),74.3,Hatchback,99 g/km,BLACK,"£15,600"
514,2 Series,Diesel,2.0L,Automatic,"47,133 miles",5,188 bhp,2017 (17),65.7,Hatchback,113 g/km,GREY,"£15,600"
515,2 Series,Diesel,2.0L,Manual,"44,527 miles",5,148 bhp,2017 (67),68.9,Hatchback,109 g/km,WHITE,"£15,550"
516,2 Series,Diesel,1.5L,Manual,"9,692 miles",5,114 bhp,2017 (67),74.3,Hatchback,99 g/km,RED,"£15,500"
517,1 Series,Petrol,1.5L,Manual,"22,449 miles",5,134 bhp,2018 (68),37.7,Hatchback,137 g/km,BLACK SAPPHIRE,"£15,500"
518,3 Series,Petrol,1.5L,Manual,"36,066 miles",4,134 bhp,2018 (18),52.3,Saloon,124 g/km,MINERAL GREY,"£15,500"
519,3 Series,Diesel,2.0L,Automatic,"72,237 miles",5,188 bhp,2015 (15),57.7,Estate,129 g/km,ESTORIL BLUE,"£15,500"
520,3 Series,Petrol,2.0L,Manual,"31,136 miles",4,181 bhp,2017 (67),48.7,Saloon,134 g/km,BLACK,"£15,500"
521,5 Series,Diesel,2.0L,Automatic,"43,531 miles",4,188 bhp,2015 (65),62.8,Saloon,119 g/km,BLUE,"£15,500"
522,1 Series,Petrol,1.5L,Automatic,"48,760 miles",5,134 bhp,2018 (68),37.2,Hatchback,131 g/km,WHITE,"£15,500"
523,1 Series,Diesel,2.0L,Manual,"23,136 miles",3,147 bhp,2017 (67),65.7,Hatchback,114 g/km,BLACK SAPPHIRE,"£15,500"
524,2 Series,Diesel,1.5L,Manual,"39,427 miles",5,114 bhp,2018 (18),74.3,Hatchback,99 g/km,BLACK,"£15,450"
525,1 Series,Diesel,1.5L,Manual,"26,869 miles",5,114 bhp,2018 (67),78.5,Hatchback,94 g/km,BLACK,"£15,450"
526,1 Series,Petrol,1.5L,Manual,"22,843 miles",5,134 bhp,2018 (18),56.5,Hatchback,116 g/km,GREY,"£15,450"
527,2 Series,Petrol,1.5L,Automatic,"72,374 miles",5,134 bhp,2017 (17),55.4,Hatchback,119 g/km,GREY,"£15,400"
528,3 Series,Diesel,2.0L,Manual,"56,138 miles",4,148 bhp,2017 (17),64.2,Saloon,116 g/km,WHITE,"£15,400"
529,5 Series,Diesel,2.0L,Automatic,"73,867 miles",4,,2016 (65),,Saloon,119 g/km,White,"£15,400"
530,1 Series,Diesel,1.5L,Manual,"16,645 miles",5,114 bhp,2017 (67),72.4,Hatchback,103 g/km,MELBOURNE RED,"£15,300"
531,3 Series,Petrol,2.0L,Manual,"39,979 miles",4,181 bhp,2015 (65),47.9,Saloon,138 g/km,ALPINE WHITE,"£15,300"
532,1 Series,Petrol,1.5L,Manual,"25,871 miles",5,134 bhp,2018 (18),38.2,Hatchback,134 g/km,BLACK SAPPHIRE,"£15,300"
533,2 Series,Petrol,1.5L,Manual,"21,390 miles",2,134 bhp,2017 (67),52.3,Coupe,125 g/km,BLUE,"£15,300"
534,1 Series,Diesel,1.5L,Automatic,"30,327 miles",5,114 bhp,2018 (67),78.5,Hatchback,96 g/km,MINERAL GREY,"£15,250"
535,1 Series,Petrol,1.5L,Manual,"39,180 miles",5,134 bhp,2018 (18),53.3,Hatchback,123 g/km,BLACK,"£15,250"
536,1 Series,Petrol,1.5L,Manual,"61,274 miles",5,134 bhp,2018 (18),52.3,Hatchback,126 g/km,ORANGE,"£15,200"
537,2 Series,Diesel,2.0L,Automatic,"63,149 miles",2,188 bhp,2015 (65),60.1,Coupe,124 g/km,BLACK,"£15,200"
538,1 Series,Petrol,1.5L,Manual,"19,639 miles",5,134 bhp,2017 (67),53.3,Hatchback,123 g/km,GREY,"£15,200"
539,3 Series,Diesel,2.0L,Manual,"63,168 miles",4,188 bhp,2017 (17),62.8,Saloon,119 g/km,ALPINE WHITE,"£15,150"
540,2 Series,Diesel,2.0L,Manual,"34,255 miles",2,148 bhp,2015 (65),64.2,Coupe,116 g/km,WHITE,"£15,100"
541,3 Series,Petrol,2.0L,Manual,"47,455 miles",4,181 bhp,2017 (17),48.7,Saloon,134 g/km,Mediterranean Blue,"£15,100"
542,3 Series,Diesel,2.0L,Manual,"71,334 miles",5,188 bhp,2017 (67),62.8,Estate,118 g/km,BLACK,"£15,100"
543,2 Series,Diesel,2.0L,Manual,"43,188 miles",5,148 bhp,2016 (16),64.2,Estate,115 g/km,BLACK,"£15,000"
544,2 Series,Petrol,1.5L,Manual,"40,484 miles",5,138 bhp,2018 (18),44.1,Hatchback,132 g/km,WHITE,"£15,000"
545,2 Series,Petrol,1.5L,Manual,"26,348 miles",5,138 bhp,2018 (18),44.1,Hatchback,132 g/km,WHITE,"£15,000"
546,1 Series,Diesel,2.0L,Manual,"21,691 miles",3,147 bhp,2018 (68),49.6,Hatchback,120 g/km,BLACK,"£15,000"
547,3 Series,Diesel,2.0L,Automatic,"83,191 miles",4,188 bhp,2018 (67),64.2,Saloon,116 g/km,BLUE,"£15,000"
548,1 Series,Diesel,2.0L,Manual,"58,522 miles",5,,2018 (68),,Hatchback,124 g/km,BLUE,"£15,000"
549,3 Series,Diesel,2.0L,Manual,"38,106 miles",4,141 bhp,2015 (15),60.1,Saloon,122 g/km,ALPINE WHITE,"£15,000"
550,2 Series,Diesel,2.0L,Manual,"22,642 miles",5,148 bhp,2018 (18),68.9,Hatchback,109 g/km,BLUE,"£15,000"
551,5 Series,Diesel,2.0L,Automatic,"59,120 miles",4,188 bhp,2015 (15),68.9,Saloon,109 g/km,MINERAL WHITE,"£15,000"
552,3 Series,Diesel,2.0L,Automatic,"49,096 miles",4,188 bhp,2016 (65),67.3,Saloon,111 g/km,ALPINE WHITE,"£15,000"
553,3 Series,Petrol,2.0L,Manual,"38,289 miles",4,181 bhp,2015 (15),41.5,Saloon,159 g/km,GLACIER SILVER,"£15,000"
554,2 Series,Petrol,1.5L,Manual,"31,303 miles",5,138 bhp,2019 (19),44.1,Hatchback,132 g/km,BLUE,"£15,000"
555,2 Series,Petrol,2.0L,Manual,"40,976 miles",2,181 bhp,2016 (16),44.1,Coupe,149 g/km,ALPINE WHITE,"£15,000"
556,2 Series,Petrol,1.5L,Automatic,"54,660 miles",2,134 bhp,2015 (15),51.4,Coupe,129 g/km,ESTORIL BLUE,"£14,950"
557,1 Series,Petrol,1.5L,Automatic,"20,212 miles",5,134 bhp,2016 (16),55.4,Hatchback,119 g/km,JET BLACK,"£14,800"
558,1 Series,Diesel,1.5L,Manual,"10,505 miles",5,114 bhp,2017 (67),78.5,Hatchback,94 g/km,GREY,"£14,800"
559,5 Series,Diesel,2.0L,Automatic,"73,107 miles",4,188 bhp,2015 (15),62.8,Saloon,119 g/km,CARBON BLACK,"£14,800"
560,5 Series,Diesel,2.0L,Automatic,"73,237 miles",4,188 bhp,2016 (16),68.9,Saloon,109 g/km,ALPINE WHITE,"£14,600"
561,2 Series,Diesel,2.0L,Automatic,"40,384 miles",5,148 bhp,2015 (65),68.9,Hatchback,109 g/km,WHITE,"£14,550"
562,1 Series,Petrol,1.5L,Manual,"47,291 miles",5,134 bhp,2018 (18),38.2,Hatchback,134 g/km,ALPINE WHITE,"£14,500"
563,1 Series,Diesel,2.0L,Manual,"35,161 miles",3,147 bhp,2016 (66),65.7,Hatchback,114 g/km,GLACIER SILVER,"£14,500"
564,2 Series,Diesel,1.5L,Manual,"59,310 miles",5,114 bhp,2017 (67),68.9,Estate,108 g/km,BLACK,"£14,400"
565,1 Series,Diesel,2.0L,Automatic,"69,567 miles",3,147 bhp,2016 (66),67.3,Hatchback,110 g/km,BLUE,"£14,350"
566,3 Series,Diesel,2.0L,Automatic,"71,332 miles",4,161 bhp,2017 (17),74.3,Saloon,99 g/km,ALPINE WHITE,"£14,350"
567,2 Series,Petrol,1.5L,Manual,"30,077 miles",2,134 bhp,2015 (65),50.4,Coupe,130 g/km,BLUE,"£14,300"
568,1 Series,Diesel,2.0L,Automatic,"72,711 miles",5,147 bhp,2018 (18),74.3,Hatchback,99 g/km,SEASIDE BLUE,"£14,300"
569,2 Series,Petrol,1.5L,Manual,"44,966 miles",2,134 bhp,2015 (65),50.4,Coupe,130 g/km,ALPINE WHITE,"£14,250"
570,3 Series,Diesel,2.0L,Manual,"35,808 miles",4,114 bhp,2017 (67),68.9,Saloon,109 g/km,BLUE,"£14,250"
571,1 Series,Diesel,2.0L,Manual,"52,127 miles",3,188 bhp,2017 (17),62.8,Hatchback,118 g/km,ORANGE,"£14,200"
572,1 Series,Diesel,1.5L,Manual,"50,106 miles",3,114 bhp,2017 (67),70.6,Hatchback,106 g/km,MINERAL GREY,"£14,200"
573,2 Series,Petrol,1.5L,Manual,"33,904 miles",2,134 bhp,2016 (16),52.3,Coupe,125 g/km,BLACK,"£14,200"
574,5 Series,Diesel,2.0L,Manual,"67,067 miles",4,188 bhp,2015 (65),60.1,Saloon,124 g/km,GREY,"£14,100"
